,handle,text,cleantext
5226,0,I will be interviewed on Face The Nation with jdickerson this morning Enjoy!,interviewed Face Nation jdickerson morning Enjoy!
5227,0,I am in Iowa Will be interviewed on This Week With GStephanopoulos this morning ENJOY!,Iowa interviewed Week GStephanopoulos morning ENJOY!
5228,0,If I would have done the last debate a record would have been set instead of the poor ratings recieved Also VETS got 6000000,would done last debate record would set instead poor ratings recieved Also VETS got 6000000
5229,0,By not doing the failed poorly rated debate I was able to make the point of not allowing unfairness while raising 6000000 for VETS,failed poorly rated debate able make point allowing unfairness raising 6000000 VETS
5230,0,Wow just saw an ad Cruz is lying on so many levels There is nobody more against ObamaCare than me will repeal amp replace He lies!,Wow saw ad Cruz lying many levels nobody ObamaCare repeal amp replace lies!
5231,0,Ted Cruz is in trouble for not reporting his bank borrowing in his very important Financial Disclosure Form Very low interest loans scam!,Ted Cruz trouble reporting bank borrowing important Financial Disclosure Form low interest loans scam!
5232,0,Ted Cruz is totally unelectable if he even gets to run born in Canada Will loose big to Hillary Polls show I beat Hillary easily! WIN!,Ted Cruz totally unelectable even gets run born Canada loose big Hillary Polls show beat Hillary easily! WIN!
5233,0,I will be going to church in Iowa this morning with my wife Melania After church I will be making two speeches and touring the State!,going church Iowa morning wife Melania church making two speeches touring State!
5234,0,bobvanderplaats is a total phony and con man When I wouldnt give him free hotel rooms and much more he endorsed Cruz foxandfriends,bobvanderplaats total phony con man wouldnt give free hotel rooms much endorsed Cruz foxandfriends
5235,0,bobvanderplaats asked me to do an event The people holding the event called me to say he wanted 100000 for himselfPhony foxandfriends,bobvanderplaats asked event people holding event called say wanted 100000 himselfPhony foxandfriends
5236,0,bobvanderplaats is a total phony and dishonest guy Asked me for expensive hotel rooms free and more I said pay and he endorsed Cruz!,bobvanderplaats total phony dishonest guy Asked expensive hotel rooms free said pay endorsed Cruz!
5237,0,The Cruz campaign issued a dishonest and deceptive get out the vote ad calling voters in violation They are now under investigation Bad!,Cruz campaign issued dishonest deceptive get vote ad calling voters violation investigation Bad!
5238,0,MAKE AMERICA GREAT AGAIN! IACaucus CaucusForTrump,MAKE AMERICA GREAT AGAIN! IACaucus CaucusForTrump
5239,0,IACaucus CaucusForTrump iCaucused iVoted,IACaucus CaucusForTrump iCaucused iVoted
5240,0,I want to thank evangelical Christians for the warm embrace Ive received on the campaign trail Video,want thank evangelical Christians warm embrace Ive received campaign trail Video
5241,0,I will be in Iowa all day and until Tuesday morning Finally after all these years of watching stupidity we will MAKE AMERICA GREAT AGAIN!,Iowa day Tuesday morning Finally years watching stupidity MAKE AMERICA GREAT AGAIN!
5242,0,Hillary Clinton is a major national security risk Not presidential material!,Hillary Clinton major national security risk presidential material!
5243,0,THANK YOU to all of the incredible volunteers behind the scenes in Iowa! CaucusForTrump,THANK incredible volunteers behind scenes Iowa! CaucusForTrump
5244,0,gigglemitz GeraldoRivera FoxNews damn fox is really acting like a baby today I guess Trump got under their skin pretty biased!,gigglemitz GeraldoRivera FoxNews damn fox really acting like baby today guess Trump got skin pretty biased!
5245,0,classyexplorer oreillyfactor DRUDGE So Bill if America was SO LONGING to learn more about candidates why the 50 percent audience loss,classyexplorer oreillyfactor DRUDGE Bill America LONGING learn candidates 50 percent audience loss
5246,0,Looking forward to a great weekend in Iowa! IACaucus CaucusForTrump Tickets,Looking forward great weekend Iowa! IACaucus CaucusForTrump Tickets
5247,0,oreillyfactor The people of Iowa love the fact that I stuck up for my rights as I will do for the US Also got 6000000 for our VETS!,oreillyfactor people Iowa love fact stuck rights US Also got 6000000 VETS!
5248,0,FoxNews is the only network that does not even mention my very successful event last night 6000000 raised in one hour for our VETS,FoxNews network even mention successful event last night 6000000 raised one hour VETS
5249,0,Amazing that Ted Cruz cant even get a Senator like BenSasse who is easy to endorse him Not one Senator is endorsing Canada Ted!,Amazing Ted Cruz cant even get Senator like BenSasse easy endorse one Senator endorsing Canada Ted!
5250,0,BenSasse looks more like a gym rat than a US Senator How the hell did he ever get elected greta,BenSasse looks like gym rat US Senator hell ever get elected greta
5251,0,The great State of Nebraska can do much better than BenSasse as your Senator Saw him on greta totally ineffective Wants paid for pols,great State Nebraska much better BenSasse Senator Saw greta totally ineffective Wants paid pols
5252,0,The new email release is a disaster for Hillary Clinton At a minimum how can someone with such bad judgement be our next president,new email release disaster Hillary Clinton minimum someone bad judgement next president
5253,0,Thank you for all of your support Iowa! MakeAmericaGreatAgain Trump2016 IACaucus finder,Thank support Iowa! MakeAmericaGreatAgain Trump2016 IACaucus finder
5254,0,They say that if I participated in last nights Fox debate they would have had 12 million more amp would have broken the all time record,say participated last nights Fox debate would 12 million amp would broken time record
5255,0,Thank you America! Trump2016 Via DRUDGE_REPORT,Thank America! Trump2016 Via DRUDGE_REPORT
5256,0,Join me tomorrow in Dubuque Iowa! IACaucus Trump2016,Join tomorrow Dubuque Iowa! IACaucus Trump2016
5257,0,Thank you Nashua New Hampshire! MakeAmericaGreatAgain Trump2016,Thank Nashua New Hampshire! MakeAmericaGreatAgain Trump2016
5258,0,Every American needs to say 2 simple words to every Vet they meet THANK YOU! John Wayne Walding,Every American needs say 2 simple words every Vet meet THANK YOU! John Wayne Walding
5259,0,Thank you! Mitchell FOX2 Michigan Poll finds Trump holds 31 lead over closest GOP opponents Trump 47 Clinton 43,Thank you! Mitchell FOX2 Michigan Poll finds Trump holds 31 lead closest GOP opponents Trump 47 Clinton 43
5260,0,Great Twitter poll and I wasnt even there Thank you! GOPDebate,Great Twitter poll wasnt even Thank you! GOPDebate
5261,0,Getting ready to take off for Nashua New Hampshire Big crowd will be there soon Fun!,Getting ready take Nashua New Hampshire Big crowd soon Fun!
5262,0,Iowa was amazing last night The event could not have worked out better We raised 6000000 for our great vets They were so happy amp proud,Iowa amazing last night event could worked better raised 6000000 great vets happy amp proud
5263,0,Thank you for your interest amp support during last nights GOPDebate! IACaucus finder,Thank interest amp support last nights GOPDebate! IACaucus finder
5264,0,Good morning America! Thank you for all of your support in the latest Drudge poll!,Good morning America! Thank support latest Drudge poll!
5265,0,Thank you for your support!,Thank support!
5266,0,Thank you America!,Thank America!
5267,0,IACaucus 212016 630pm MakeAmericaGreatAgain! Iowa caucus finder GOPDebate,IACaucus 212016 630pm MakeAmericaGreatAgain! Iowa caucus finder GOPDebate
5268,0,Thank you for the kind words tonight OMAROSA You were great! See you soon!,Thank kind words tonight OMAROSA great! See soon!
5269,0,I will take care of the Veterans who have served this country so bravely ThankAVet Video,take care Veterans served country bravely ThankAVet Video
5270,0,An unbelievable night in Iowa with our great Veterans! We raised 600000000 while the politicians talked! GOPDebate,unbelievable night Iowa great Veterans! raised 600000000 politicians talked! GOPDebate
5271,0,Watching biased Charles krauthammer a FoxNews flunky who didnt know that I won every debate in particular the last one Check polls!,Watching biased Charles krauthammer FoxNews flunky didnt know every debate particular last one Check polls!
5272,0,Donald Trump Hands Bill OReilly Cable TV Viewership Win deadline,Donald Trump Hands Bill OReilly Cable TV Viewership Win deadline
5273,0,Trump2016 IACaucus Finder,Trump2016 IACaucus Finder
5274,0,I hear that SenTedCruzs man Robert Mercer a good man is very angry because Cruz lied to him about liquidating his Teds holdings,hear SenTedCruzs man Robert Mercer good man angry Cruz lied liquidating Teds holdings
5275,0,20 Most Anticipated Hotel Openings of 2016 Trump International Hotel Washington DC,20 Anticipated Hotel Openings 2016 Trump International Hotel Washington DC
5276,0,Tennessee GOP Poll Trump 327 Cruz 165 Carson 66 Rubio 53 Christie 24 Jeb 16,Tennessee GOP Poll Trump 327 Cruz 165 Carson 66 Rubio 53 Christie 24 Jeb 16
5277,0,It is my great honor to support our Veterans with you! You can join me now Thank you! Trump4Vets,great honor support Veterans you! join Thank you! Trump4Vets
5278,0,Trump2016 IACaucus Finder,Trump2016 IACaucus Finder
5279,0,Being politically correct takes too much time We have too much to get done! Trump2016,politically correct takes much time much get done! Trump2016
5280,0,What America Needs The Case for Trump Great new book by the esteemed Jeffrey Lord JeffJlpa1 Available now,America Needs Case Trump Great new book esteemed Jeffrey Lord JeffJlpa1 Available
5281,0,GmoneyRainmaker I hope CNN has enough bandwidth tonight because not many will be watching FoxNews Watching Trump tonight GOPDebate,GmoneyRainmaker hope CNN enough bandwidth tonight many watching FoxNews Watching Trump tonight GOPDebate
5282,0,rkirchmeyer So megynkelly brings in MichaelMoore to add credibility in her fight with realDonaldTrump FoxNews ROGERAILES,rkirchmeyer megynkelly brings MichaelMoore add credibility fight realDonaldTrump FoxNews ROGERAILES
5283,0,BradCross4 Drudge_Report_ realDonaldTrump,BradCross4 Drudge_Report_ realDonaldTrump
5284,0,chgardens1 mitchellvii Pathetic attempt to bribe realDonaldTrump He cant be bought,chgardens1 mitchellvii Pathetic attempt bribe realDonaldTrump cant bought
5285,0,The debate tonight will be a total disaster low ratings with advertisers and advertising rates dropping like a rock I hate to see this,debate tonight total disaster low ratings advertisers advertising rates dropping like rock hate see
5286,0,laurencristmann realDonaldTrump why do they have so many debates this year Also why is Cruz still allowed to run hes not eligible,laurencristmann realDonaldTrump many debates year Also Cruz still allowed run hes eligible
5287,0,hollywoodJV realDonaldTrump Mr Trump why does Cruz hate Canada so much He should embrace his roots its a great country So true!,hollywoodJV realDonaldTrump Mr Trump Cruz hate Canada much embrace roots great country true!
5288,0,Wow two candidates called last night and said they want to go to my event tonight at Drake University,Wow two candidates called last night said want go event tonight Drake University
5289,0,michaelG4NY new nbcnews WSJ poll shows realDonaldTrump pulling ahead of tedcruz in Iowa Great!,michaelG4NY new nbcnews WSJ poll shows realDonaldTrump pulling ahead tedcruz Iowa Great!
5290,0,Rick_Gobbi realDonaldTrump Hold up a mirror so the network cameras show how big the crowd is GREAT IDEA!,Rick_Gobbi realDonaldTrump Hold mirror network cameras show big crowd GREAT IDEA!
5291,0,Plazzmatic realDonaldTrump danpgabriel Sounds like the advertisers want Trump he knows what he is doing,Plazzmatic realDonaldTrump danpgabriel Sounds like advertisers want Trump knows
5292,0,_HankRearden I respected Cruz ppl until this lie Were just tired of it from your side 1949z steph93065 NO!,_HankRearden respected Cruz ppl lie tired side 1949z steph93065 NO!
5293,0,dukeofbc megynkelly debate Cruz one on one I would just tell him that you were to busy running for the President of USA not Canada,dukeofbc megynkelly debate Cruz one one would tell busy running President USA Canada
5294,0,CJCboi DRJAMESCABOT realDonaldTrump DanScavino Carolde PlaysTrumpCard Checked YOUR wallet lately Mr Ailes,CJCboi DRJAMESCABOT realDonaldTrump DanScavino Carolde PlaysTrumpCard Checked wallet lately Mr Ailes
5295,0,HaloOneForTrump foxnews takes YUGE hit on advertising revenues by screwing with realDonaldTrump ROFL!,HaloOneForTrump foxnews takes YUGE hit advertising revenues screwing realDonaldTrump ROFL!
5296,0,Davejager1 creta_r 9 pm channel 70 CNN I will be watching Trump tonight Want to have a person in the White House that takes no BS,Davejager1 creta_r 9 pm channel 70 CNN watching Trump tonight Want person White House takes BS
5297,0,HenryOray CNNPolitics tedcruz realDonaldTrump is fighting corruption Big donors took over Cruz No to Donors,HenryOray CNNPolitics tedcruz realDonaldTrump fighting corruption Big donors took Cruz Donors
5298,0,gene70 FireFlyFury megynkelly realDonaldTrump And this is the bimbo thats asking presidential questions,gene70 FireFlyFury megynkelly realDonaldTrump bimbo thats asking presidential questions
5299,0,splashpoint50 realDonaldTrump Our ReTrumplican Trump support group of 9500 members say 97 will not watch the debate tonight!,splashpoint50 realDonaldTrump ReTrumplican Trump support group 9500 members say 97 watch debate tonight!
5300,0,creta_r realDonaldTrump Looking forward to watching Donald Trump rally Thursday night on CNN!!,creta_r realDonaldTrump Looking forward watching Donald Trump rally Thursday night CNN!!
5301,0,Trump2016 IACaucus Finder,Trump2016 IACaucus Finder
5302,0,On Greta 87 of the people said they would not watch the debate if Im not in it Wow what an honor!,Greta 87 people said would watch debate Im Wow honor!
5303,0,FOX debate advertising rates falling like a rock! Tune into my special event for the Veterans at 9pm EST!,FOX debate advertising rates falling like rock! Tune special event Veterans 9pm EST!
5304,0,Thank you Lexington South Carolina! Trump2016 MakeAmericaGreatAgain,Thank Lexington South Carolina! Trump2016 MakeAmericaGreatAgain
5305,0,It was the childishly written amp taunting PR statement by Fox that made me not do the debate more so than lightweight reporter megynkelly,childishly written amp taunting PR statement Fox made debate lightweight reporter megynkelly
5306,0,I will be interviewed on oreillyfactor tonight at 800 PM Eastern Enjoy!,interviewed oreillyfactor tonight 800 PM Eastern Enjoy!
5307,0,I am self funding my campaign so I do not owe anything to lobbyists amp special interests,self funding campaign owe anything lobbyists amp special interests
5308,0,Even though I beat him in the first six debates especially the last one Ted Cruz wants to debate me again Can we do it in Canada,Even though beat first six debates especially last one Ted Cruz wants debate Canada
5309,0,Just got to listen to Rush Limbaugh the guy is fantastic!,got listen Rush Limbaugh guy fantastic!
5310,0,The statement put out yesterday by FoxNews was a disgrace to good broadcasting and journalism Who would ever say something so nasty amp dumb,statement put yesterday FoxNews disgrace good broadcasting journalism would ever say something nasty amp dumb
5311,0,I refuse to call Megyn Kelly a bimbo because that would not be politically correct Instead I will only call her a lightweight reporter!,refuse call Megyn Kelly bimbo would politically correct Instead call lightweight reporter!
5312,0,CBSs FACE THE NATION Posts Largest Audience Since 2001 Trump2016 MakeAmericaGreatAgain,CBSs FACE NATION Posts Largest Audience Since 2001 Trump2016 MakeAmericaGreatAgain
5314,0,Pathetic attempt by foxnews to try and build up ratings for the GOPDebate Without me theyd have no ratings!,Pathetic attempt foxnews try build ratings GOPDebate Without theyd ratings!
5315,0,Thank you America! MakeAmericaGreatAgain Trump2016,Thank America! MakeAmericaGreatAgain Trump2016
5316,0,Trump shows complete domination of Facebook conversation,Trump shows complete domination Facebook conversation
5317,0,Minorities Line Up Behind Donald Trump Trump2016,Minorities Line Behind Donald Trump Trump2016
5318,0,THANK YOU! Trump2016 IACaucus finder,THANK YOU! Trump2016 IACaucus finder
5319,0,Do you think SenTedCruz knows about bobvanderplaats dealings Actually I doubt it!,think SenTedCruz knows bobvanderplaats dealings Actually doubt it!
5320,0,Should I do the GOPdebate,GOPdebate
5321,0,bobvanderplaats begged me to do an event while asking organizers for 100000 for himselfa bad guy!,bobvanderplaats begged event asking organizers 100000 himselfa bad guy!
5322,0,Great honor Rev Jerry Falwell Jr of Liberty University one of the most respected religious leaders in our nation has just endorsed me!,Great honor Rev Jerry Falwell Jr Liberty University one respected religious leaders nation endorsed me!
5323,0,MakeAmericaGreatAgain Trump2016,MakeAmericaGreatAgain Trump2016
5324,0,For the great people of Iowa find your IACaucus location at so important to vote! MakeAmericaGreatAgain,great people Iowa find IACaucus location important vote! MakeAmericaGreatAgain
5325,0,Why doesnt phony bobvanderplaats tell his followers all the times he asked for him and his family to stay at my hotelsdidnt like paying,doesnt phony bobvanderplaats tell followers times asked family stay hotelsdidnt like paying
5326,0,I will end common core Its a disaster MakeAmericaGreatAgain Trump2016,end common core disaster MakeAmericaGreatAgain Trump2016
5327,0,puttster71 bobvanderplaats The next president isnt on ur stage realDonaldTrump is the next president,puttster71 bobvanderplaats next president isnt ur stage realDonaldTrump next president
5328,0,AynsFriend bobvanderplaats CRUZ IS DONE CNN ChrisCuomo,AynsFriend bobvanderplaats CRUZ DONE CNN ChrisCuomo
5329,0,xXFlame bobvanderplaats Idiot Bob Plaats on CNN is DELUDED! Cruzs favorability ratings are 0 NO ONE LIKES HIM VOTE TRUMP INSTEAD!,xXFlame bobvanderplaats Idiot Bob Plaats CNN DELUDED! Cruzs favorability ratings 0 ONE LIKES VOTE TRUMP INSTEAD!
5330,0,realDonaldTrump hits new heights in national poll at 41,realDonaldTrump hits new heights national poll 41
5331,0,Donald Trump retains national lead in new ABC NewsWaPo poll with 37,Donald Trump retains national lead new ABC NewsWaPo poll 37
5332,0,I will be interviewed by MariaBartiromo on MorningsMaria FoxBusiness at 730 AM Enjoy,interviewed MariaBartiromo MorningsMaria FoxBusiness 730 Enjoy
5333,0,laurencristmann Sharp_Trident megynkelly it makes me not wanna watch debate because I know they are going to treat Trump unfair,laurencristmann Sharp_Trident megynkelly makes wanna watch debate know going treat Trump unfair
5334,0,I will be doing GMA GStephanopoulos this morning at around 700 Likewise I will be doing Morning_Joe at around 700 Figure it out!,GMA GStephanopoulos morning around 700 Likewise Morning_Joe around 700 Figure out!
5335,0,Sharp_Trident A huge disappointment to see megynkelly constantly attack DonaldTrump It has become almost unbearable to watch her show,Sharp_Trident huge disappointment see megynkelly constantly attack DonaldTrump become almost unbearable watch show
5336,0,WhiteJacketPink MyPresidentme realDonaldTrump just google glenn beck bio U can tell no education very poorly written,WhiteJacketPink MyPresidentme realDonaldTrump google glenn beck bio U tell education poorly written
5337,0,DittoPost realDonaldTrump Crusade4Honesty BornToBeGOP megynkelly I believe in Trump!!!,DittoPost realDonaldTrump Crusade4Honesty BornToBeGOP megynkelly believe Trump!!!
5338,0,Crusade4Honesty BornToBeGOP megynkelly Megan can not contain her bias its in every show Fox owners Saudi Prince agnstT,Crusade4Honesty BornToBeGOP megynkelly Megan contain bias every show Fox owners Saudi Prince agnstT
5339,0,JackBurtonReflx jdenino1 DavidWohl ss I listen to Glenn Beck and literally nothing he says makes any sense Same with The View,JackBurtonReflx jdenino1 DavidWohl ss listen Glenn Beck literally nothing says makes sense View
5340,0,Belizediver88 CNNSitRoom CNN megynkelly It will never happen Fox will drop Kelly if it means no Trump Nobody will watch wo Trump,Belizediver88 CNNSitRoom CNN megynkelly never happen Fox drop Kelly means Trump Nobody watch wo Trump
5341,0,KurtSchlichter My pal DavidWohl was just on Megan Kellys show! He digs Trump Thank you David you were great!,KurtSchlichter pal DavidWohl Megan Kellys show! digs Trump Thank David great!
5342,0,jdenino1 DavidWohl realDonaldTrump BECK wanted to commit suicide after ss surgery clearly is unbalanced!,jdenino1 DavidWohl realDonaldTrump BECK wanted commit suicide ss surgery clearly unbalanced!
5343,0,Thank you Farmington New Hampshire! FITN Trump2016,Thank Farmington New Hampshire! FITN Trump2016
5344,0,Just landed in New Hampshire Will be at the venue shortly FITN,landed New Hampshire venue shortly FITN
5345,0,realDonaldTrump amp HillaryClinton leading POLLS w one week until IowaCaucus MORE on the 2016 elections TONIGHT on FoxBusiness 7PM,realDonaldTrump amp HillaryClinton leading POLLS w one week IowaCaucus 2016 elections TONIGHT FoxBusiness 7PM
5346,0,Phyllis Schlaflys Eagle Forum National Review Will Be Defunct In The Next Year,Phyllis Schlaflys Eagle Forum National Review Defunct Next Year
5347,0,Leaving now for New Hampshire Big crowd looking forward to it! FITN,Leaving New Hampshire Big crowd looking forward it! FITN
5348,0,Cruz lies are almost as bad as Jebs These politicians will do anything to stay at the trough!,Cruz lies almost bad Jebs politicians anything stay trough!
5349,0,Cruz going down fast in recent polls dropping like a rock Lies never work!,Cruz going fast recent polls dropping like rock Lies never work!
5350,0,Ted Cruz is a nervous wreck He is making reckless charges not caring for the truth! His poll s are way down!,Ted Cruz nervous wreck making reckless charges caring truth! poll way down!
5351,0,I will be on CNNSitRoom with wolfblitzer from 57pm est on CNN,CNNSitRoom wolfblitzer 57pm est CNN
5352,0,I will be on Mornings with Maria on the Fox Business Network tomorrow during the 7am and 8am ET hours,Mornings Maria Fox Business Network tomorrow 7am 8am ET hours
5353,0,Find out where to VoteTrump on caucus night in Iowa on 2116! IACaucus FITN Trump2016,Find VoteTrump caucus night Iowa 2116! IACaucus FITN Trump2016
5354,0,Obamas deal vs Trumps deals,Obamas deal vs Trumps deals
5355,0,Join us in Iowa tomorrow! IACaucus Trump2016 MakeAmericaGreatAgain 300pm 730pm,Join us Iowa tomorrow! IACaucus Trump2016 MakeAmericaGreatAgain 300pm 730pm
5356,0,I will be on The Situation Room with wolfblitzer from 57pm est on CNN,Situation Room wolfblitzer 57pm est CNN
5357,0,I want to win for the people of this great country The only people I will owe are the voters Trump2016 Video,want win people great country people owe voters Trump2016 Video
5358,0,IPSOSREUTERS POLL Thank you! Trump2016 MakeAmericaGreatAgain,IPSOSREUTERS POLL Thank you! Trump2016 MakeAmericaGreatAgain
5359,0,Its time for Ted Cruz to either settle his problem with the FACT that he was born in Canada and was a citizen of Canada or get out of race,time Ted Cruz either settle problem FACT born Canada citizen Canada get race
5360,0,Rketeltas Rubio isnt experienced enough to be Commander in Chief Rubio is a carbon copy of Obama We need a true leader Vote Trump,Rketeltas Rubio isnt experienced enough Commander Chief Rubio carbon copy Obama need true leader Vote Trump
5361,0,red77angelluis realDonaldTrump NeilTurner_ YouTube LETS GET TRUMP!! GO TRUMP!! USA!USA!,red77angelluis realDonaldTrump NeilTurner_ YouTube LETS GET TRUMP!! GO TRUMP!! USA!USA!
5362,0,MrJuuon WeAreBernie will be overtaken by WeWantTrump We are superior and have more supporters makeamericagreatagain trump,MrJuuon WeAreBernie overtaken WeWantTrump superior supporters makeamericagreatagain trump
5363,0,Knight276 C4Constitution trump right again With_Cruz_you_lose! Nobody supports Canuck Cruz MakeAmericaGreatAgain trump2016,Knight276 C4Constitution trump right With_Cruz_you_lose! Nobody supports Canuck Cruz MakeAmericaGreatAgain trump2016
5364,0,Tuggers56 PMgeezer Hillary is so afraid of him The GOP is afraid of him The American people embrace him! Lets elect him DonaldTrump,Tuggers56 PMgeezer Hillary afraid GOP afraid American people embrace him! Lets elect DonaldTrump
5365,0,JoeNBC From Canada to Goldman Sachs to the kitchen sink Trump has picked Cruz apart for 2 weeks,JoeNBC Canada Goldman Sachs kitchen sink Trump picked Cruz apart 2 weeks
5366,0,MaryAnn1942 realDonaldTrump CBSNews You are like Superman everywhere! But Im keeping up Great!,MaryAnn1942 realDonaldTrump CBSNews like Superman everywhere! Im keeping Great!
5367,0,M0ther0f2kids meetthepress NBCNews clewandowski Everyone B smart! U know deep down Trump is the ONLY 1 able to best LEAD,M0ther0f2kids meetthepress NBCNews clewandowski Everyone B smart! U know deep Trump 1 able best LEAD
5368,0,NeilTurner_ realDonaldTrump Its time we take America back! No more puppet presidents! VoteTrump So true!,NeilTurner_ realDonaldTrump time take America back! puppet presidents! VoteTrump true!
5369,0,keksec__org realDonaldTrump You said it best! MakeAmericaGreatAgain,keksec__org realDonaldTrump said best! MakeAmericaGreatAgain
5370,0,Fox News Poll Thank you New Hampshire! FITN Trump2016,Fox News Poll Thank New Hampshire! FITN Trump2016
5371,0,New Fox News Poll Thank you Iowa! Trump2016 IACaucus,New Fox News Poll Thank Iowa! Trump2016 IACaucus
5372,0,I will make our Military so big powerful amp strong that no one will mess with us Trump2016,make Military big powerful amp strong one mess us Trump2016
5373,0,I will be on Face The Nation this morning at various times across the US CBSNews Enjoy!,Face Nation morning various times across US CBSNews Enjoy!
5374,0,I will be on meetthepress this morning at various times across the US NBCNews Enjoy!,meetthepress morning various times across US NBCNews Enjoy!
5375,0,deacon6375 realDonaldTrump i honestly believe you are the only one who can make AmericaGreatAgain,deacon6375 realDonaldTrump honestly believe one make AmericaGreatAgain
5376,0,noamscheiber Dow down almost 2000 pts since start of year but still outperforming Wall Streets investment in Jeb,noamscheiber Dow almost 2000 pts since start year still outperforming Wall Streets investment Jeb
5377,0,snoozinglion1 realDonaldTrump Great comment after last rally rightside on YouTube Triumph with Trump or lose with Cruz Excellent,snoozinglion1 realDonaldTrump Great comment last rally rightside YouTube Triumph Trump lose Cruz Excellent
5378,0,CarolBurnett3 AnnCoulter I just love the way Ann Coulter remembers your acts of kindness Donald TrumpGO Trump we love you,CarolBurnett3 AnnCoulter love way Ann Coulter remembers acts kindness Donald TrumpGO Trump love
5379,0,snoozinglion1 Full Speech Donald Trump Campaign Rally in Pella IA 12316 via YouTube One of his best ever,snoozinglion1 Full Speech Donald Trump Campaign Rally Pella IA 12316 via YouTube One best ever
5380,0,Love making correct predictions National Review is over reviewdoomed,Love making correct predictions National Review reviewdoomed
5381,0,Word is that crying GlennBeck left the GOP and doesnt have the right to vote in the Republican primary Dumb as a rock,Word crying GlennBeck left GOP doesnt right vote Republican primary Dumb rock
5382,0,Serious doubt in Illinois as to whether or not Cruz can run for President First of many challenges,Serious doubt Illinois whether Cruz run President First many challenges
5383,0,Just left a great event in Pella Going to church tomorrow in Muscatine Iowa,left great event Pella Going church tomorrow Muscatine Iowa
5384,0,I will be on FOX with the great JudgeJeanine tonight at 9pm EST! Enjoy! Trump2016,FOX great JudgeJeanine tonight 9pm EST! Enjoy! Trump2016
5385,0,williebosshog such an honor to get your endorsement You are a fantastic guy! It will not be forgotten Don and Eric say hello!,williebosshog honor get endorsement fantastic guy! forgotten Eric say hello!
5386,0,Heading now to Pella Iowa Big crowd! Remember Trump is a big buyer of Pella windows See you soon!,Heading Pella Iowa Big crowd! Remember Trump big buyer Pella windows See soon!
5387,0,For the great people of Iowa find your IACaucus location at So important to vote! MakeAmericaGreatAgain,great people Iowa find IACaucus location important vote! MakeAmericaGreatAgain
5388,0,Just left Sioux Center Iowa My speech was very well received Truly great people! Packed house overflow!,left Sioux Center Iowa speech well received Truly great people! Packed house overflow!
5389,0,A wonderful story on Iowa voters by arappeport of the NYTimes,wonderful story Iowa voters arappeport NYTimes
5390,0,Failing GlennBeck lost all credibility Not only was he fired FOX he would have voted for Clinton over McCain,Failing GlennBeck lost credibility fired FOX would voted Clinton McCain
5391,0,Based on MegynKellys conflict of interest and bias she should not be allowed to be a moderator of the next debate,Based MegynKellys conflict interest bias allowed moderator next debate
5392,0,Heading to Sioux County Iowa where the crowd is amazing Dr Robert Jeffress will make the introduction Make America Great Again!,Heading Sioux County Iowa crowd amazing Dr Robert Jeffress make introduction Make America Great Again!
5393,0,Ted Cruz poll numbers are down big Because he was born in Canada and was until recently a Canadian citizen many believe he cannot run!,Ted Cruz poll numbers big born Canada recently Canadian citizen many believe cannot run!
5394,0,I am in Iowa watching all of these phony TV ads by the other candidates All bull politicians are all talk and no actionit wont happen!,Iowa watching phony TV ads candidates bull politicians talk actionit wont happen!
5395,0,AnnCoulter has been amazing We will win and establish strong borders we will build a WALL and Mexico will pay We will be great again!,AnnCoulter amazing win establish strong borders build WALL Mexico pay great again!
5396,0,I will be the greatest jobproducing president in American history Trump2016 VoteTrump,greatest jobproducing president American history Trump2016 VoteTrump
5397,0,noamscheiber Dow down almost 2000 pts since start of year but still outperforming Wall Streets investment in Jeb JEB wants Common Core,noamscheiber Dow almost 2000 pts since start year still outperforming Wall Streets investment Jeb JEB wants Common Core
5398,0,LukeBrinker One year from today,LukeBrinker One year today
5399,0,I am in Iowa Will be making two speeches today Good luck to all of the great folks on the East coast Enjoy the beauty of the storm!,Iowa making two speeches today Good luck great folks East coast Enjoy beauty storm!
5400,0,TheSouthwasRite NRO cancelling my subscription you people are idiots realDonaldTrump WILL be our next President Trump2016 RNC,TheSouthwasRite NRO cancelling subscription people idiots realDonaldTrump next President Trump2016 RNC
5401,0,A wonderful article by a writer who truly gets it I am for the people and the people are for me Trump2016,wonderful article writer truly gets people people Trump2016
5402,0,Is Cruz honest He is in bed w Wall St amp is funded by Goldman SachsCiti low interest loans No legal disclosure amp never sold off assets,Cruz honest bed w Wall St amp funded Goldman SachsCiti low interest loans legal disclosure amp never sold assets
5403,0,Cruz did not renounce his Canadian citizenship as a US Senator only when he started to run for POTUS He could be Canadian Prime Minister,Cruz renounce Canadian citizenship US Senator started run POTUS could Canadian Prime Minister
5404,0,Cruz says I supported TARP which gave 25 million to Goldman Sachs the bank which loaned him the money he didnt disclose Puppet!,Cruz says supported TARP gave 25 million Goldman Sachs bank loaned money didnt disclose Puppet!
5405,0,The only reason irrelevant GlennBeck doesnt like me is I refused to do his failing show asked many times Very few listeners sad!,reason irrelevant GlennBeck doesnt like refused failing show asked many times listeners sad!
5406,0,BrentBozell one of the National Review lightweights came to my office begging for money like a dog Why doesnt he say that,BrentBozell one National Review lightweights came office begging money like dog doesnt say
